"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Aruba","ABW","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.505922165820643","0.48582995951417","0.429978118161926","0.407916806440792","0.383268482490272","0.0186101998210558","0.0186156111929308","0.0180523917995444","0.0180103853511888","0.0175668979187314","0.0173295454545455","0.0175073512779914","0.017838514500313","0.0169974454706229","0.0199081163859112","0.0204918032786885","0.0203939008894536","0.021469771416364","0.0178169158304321","0.0148118494795837","0.0125188536953243","0.018610747051114","0.0239205058717254","0.0222530069695395","0.0275727234694383","","","",
"Africa Eastern and Southern","AFE","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","14.951030965928","14.4289230390462","13.1574199907608","14.5379243339156","17.2897601673309","17.0227799015894","16.4950285674534","17.2629112689479","17.3128821413557","17.5248888170534","18.8697765493644","12.1478165594893","12.5473676451985","12.3742938445797","12.0016174368559","12.5216985903666","13.1502154111399","13.2705261553066","12.3243560104457","12.590751982206","12.5501419798827","12.7968970752016","11.0198091227761","9.87006719144773","9.79651673569052","10.0312295495922","10.9730758135832","12.2222603921589","12.6777001792317","11.2623184115987","10.5259784941558","11.4456822460402","11.5970940200695","12.5223039324916","13.5528971402657","13.7157263714407","13.4364380949672","11.946076746218","12.68394915695","14.645468687158","13.4169477536783","13.9213117251902",
"Afghanistan","AFG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6278918638443","37.4188554431481","29.7210671376957","31.114854912062","28.6359685844686","30.1050113574013","24.8922700059742","29.2975010547259","26.2100685374552","23.7436639877543","24.390873626371","22.8106627361766","22.1370413719574","20.6343227166798","25.7403140364582","26.4201990834448","22.0428967527575","25.7739707394105","26.8206001075115","33.4844989786092","",
"Africa Western and Central","AFW","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","15.7793062496586","16.9871155116926","18.6644265515844","21.132586916841","21.2205710464396","22.6368258342251","24.6997659432576","26.3351543966835","25.5313123055395","24.5865212620319","24.8918127994231","24.6995258845375","24.5049831896168","25.14943797717","25.34618589822","24.4065163084121","24.7794682055768","25.3070082428598","24.0885912315661","21.2031333906394","23.2686685099919","30.176280993459","27.9924425970257","24.2217381973342","23.5532535863787","22.5189495912792","22.269346984383","22.8553923839088","23.8236639228627","22.2259116580831","20.6639504162856","20.5752297689916","19.7057747423859","19.2520995737119","20.2864929239848","20.5936804155129","20.4539151515281","20.5108927938521","20.8080132937718","22.5334784897608","21.6656775860995","21.8890643158501",
"Angola","AGO","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.65321372200356","7.02686916586973","9.00201794169947","12.9111824086392","6.29025682837342","5.66468956353548","8.15637702246655","5.8395499748266","6.19838450193387","6.25087790478717","5.06040294790886","5.19128018876127","5.24227833734658","4.80533933843347","6.62119676383424","6.18029349810839","5.84568087986773","6.06962999112471","6.50749231982044","7.5470567791822","9.12253437222206","9.83116886032956","10.0169959653141","8.60774180183334","7.8826247630721","9.94654357144815","11.4859051380531","13.6491094624883",
"Albania","ALB","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.410863772173","31.5434438797069","28.7856504386147","25.9187455195517","24.5154120419235","22.7161641958722","22.0251140879353","21.9782570845961","20.537486307981","18.8453087247237","17.7083536239523","17.1536195739533","16.8370538440754","16.7943836018798","17.9558663972347","18.2267896025292","18.7668018946422","19.5651578123229","19.9901813581977","19.7802144171366","19.8499944651163","19.0221266422351","18.4294953023634","18.3893323354028","19.2252227057273","18.3581252459328","18.6280324517934",
"Andorra","AND","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.517055747893417","0.441953155279431","0.385887245890569","0.419117893036526","0.414741997881256","0.380576808035011","0.353522338328863","0.368796683946436","0.406917963904405","0.418928933319218","0.466508601972863","0.490560827241276","0.601164453935572","0.585558984254785","0.537623493009676","0.513420109683398","0.521999648433619","0.559538512516191","0.546367882815281","0.522633248415779","0.559442769715814","0.533617929562433","0.495686274509804",
"Arab World","ARB","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","14.504479818397","14.1142521316398","14.4206907558439","13.6959156996017","13.5797221499195","12.1486298074397","7.60748013686181","7.82359819552831","7.28159230289436","6.95414063439774","7.21186792449613","5.60006758810596","4.73770601540418","5.11413183119957","5.99521590189411","6.72177848929766","7.29879064722371","8.05134769278246","9.60204929854495","10.25635196961","10.5138257526131","11.0696955877439","10.3680700422869","12.2766488315239","9.20548233561105","9.24248691052972","10.2089620020415","10.3714355758342","10.4543212601658","9.87733455366781","11.1559454564345","9.73545211511798","8.69330414480553","9.34021973429884","9.39717027510009","9.01177163174596","8.09297709637485","7.11635025853911","6.94891173474619","6.8007449553497","6.17680788096269","7.78117818180484","7.06417394575205","5.42697954004524","4.94950720355291","4.98103075170667","5.26237813968185","5.94128032516992","5.86876960025205","5.50275939506918","4.60440233391075","4.87744246340106","5.47066883945106","4.858737731479","4.23863583815673",
"United Arab Emirates","ARE","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","0.540188294205409","0.545088280601967","0.485156877691024","0.629067480796601","0.54722317809093","0.490602457342951","0.548306764658785","0.640366457885388","0.730600581680254","0.842471510389179","0.925826534993559","1.18452414390845","1.14322934213777","1.19773519163763","1.19302579195627","1.0584284754869","1.29776800811633","1.37862107758448","1.48090107737512","1.83042501688033","1.78706830470903","1.79243187203791","2.00402186456958","2.18089049130306","2.33324519711343","2.26265009303746","2.23820016235649","2.20332258864369","1.92768393253654","1.66536190905993","1.39540987408529","1.09424400194674","0.976671167666283","0.82730546409323","1.03688688860825","0.763419788544761","0.671922070855302","0.627943991804764","0.633172496321641","0.628716003480972","0.723671590492829","0.750862915175131","0.761757604094752","0.711464002250805","0.746712202794498","0.963890714422504","0.914025943548313","",
"Argentina","ARG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","12.9041629886915","10.2787574725073","9.98038631665412","9.72127698537181","9.18580964838541","9.6375609641048","10.8658823843399","10.984869871837","11.9525224881086","10.2308377488651","6.5839104917193","8.15217071197931","8.0871421139688","7.5044274778029","7.79627735939132","6.35350500487903","6.47552296063439","9.59615604621897","8.65832496118367","8.3459768371011","7.63430725730443","7.80040264019792","8.09435846444628","8.97786821775225","9.61606509643166","8.12367620787488","6.71649176009431","5.99078709147934","5.13682648211779","5.08266800031075","5.351464616273","5.61086611323361","5.22197210944516","5.25272256987622","4.45782610229152","4.67991094417297","4.56858960891786","10.2066467144411","10.328166939117","8.36248661002826","7.93875427420938","6.93557229126392","7.45235394606923","7.3189545972436","5.2736234689014","7.13216745078964","6.99873377022519","5.7817442068501","6.05291843670451","6.71270351428559","5.1566859021408","6.26456582010254","5.23162237725058","4.53787889681146","5.3185559967348","6.12846695022316","7.13154104672929","6.44416917103214",
